event_id,det_id,track_id,xtop,ytop,z,xbot,ybot,StatNb,ViewNb,PlaneNb,LayerNb,StrawNb
17.0,11102245.0,3.0,220.684018702,59.2957446977,2593.75,-227.627930594,20.0735314112,1.0,1.0,1.0,0.0,245.0
17.0,12002248.0,3.0,227.221784832,15.4312641181,2601.15,-221.090164463,54.6534774046,1.0,2.0,0.0,0.0,248.0
17.0,12112248.0,3.0,227.260133359,15.8695897853,2604.85,-221.051815936,55.0918030718,1.0,2.0,1.0,1.0,248.0
17.0,13012247.0,3.0,225.012214055,37.7562269248,2612.25,-225.012214055,37.7562269248,1.0,3.0,0.0,1.0,247.0
17.0,13112247.0,3.0,225.012214055,37.3162269248,2614.85,-225.012214055,37.3162269248,1.0,3.0,1.0,1.0,247.0
17.0,20002247.0,3.0,225.012214055,36.8762269248,2781.15,-225.012214055,36.8762269248,2.0,0.0,0.0,0.0,247.0
17.0,20102247.0,3.0,225.012214055,36.4362269248,2783.75,-225.012214055,36.4362269248,2.0,0.0,1.0,0.0,247.0
17.0,21012246.0,3.0,220.717137884,58.9171907125,2792.25,-227.594811411,19.6949774259,2.0,1.0,0.0,1.0,246.0
17.0,21112246.0,3.0,220.755486411,58.4788650453,2794.85,-227.556462884,19.2566517588,2.0,1.0,1.0,1.0,246.0
17.0,22002249.0,3.0,227.07362007,13.7377331313,2801.15,-221.238329226,52.9599464179,2.0,2.0,0.0,0.0,249.0
17.0,22012249.0,3.0,227.150317123,14.6143844657,2802.25,-221.161632172,53.8365977522,2.0,2.0,0.0,1.0,249.0
17.0,22112249.0,3.0,227.111968596,14.1760587985,2804.85,-221.199980699,53.398272085,2.0,2.0,1.0,1.0,249.0
17.0,23002247.0,3.0,225.012214055,36.8762269248,2811.15,-225.012214055,36.8762269248,2.0,3.0,0.0,0.0,247.0
17.0,23102247.0,3.0,225.012214055,36.4362269248,2813.75,-225.012214055,36.4362269248,2.0,3.0,1.0,0.0,247.0
17.0,30002276.0,3.0,249.9992,30.8,3321.15,-249.9992,30.8,3.0,0.0,0.0,0.0,276.0
17.0,30102276.0,3.0,249.9992,30.36,3323.75,-249.9992,30.36,3.0,0.0,1.0,0.0,276.0
17.0,31002274.0,3.0,246.067151165,55.8587246371,3331.15,-252.028603969,12.2809927124,3.0,1.0,0.0,0.0,274.0
17.0,31102274.0,3.0,246.105499692,55.4203989699,3333.75,-251.990255442,11.8426670453,3.0,1.0,1.0,0.0,274.0
17.0,32012279.0,3.0,251.364477209,4.68998911296,3342.25,-246.731277925,48.2677210376,3.0,2.0,0.0,1.0,279.0
17.0,32102278.0,3.0,251.397596392,5.06854309823,3343.75,-246.698158743,48.6462750229,3.0,2.0,1.0,0.0,278.0
17.0,32112279.0,3.0,251.326128683,4.2516634458,3344.85,-246.769626452,47.8293953704,3.0,2.0,1.0,1.0,279.0
17.0,33012277.0,3.0,249.9992,29.98,3352.25,-249.9992,29.98,3.0,3.0,0.0,1.0,277.0
17.0,33102276.0,3.0,249.9992,30.36,3353.75,-249.9992,30.36,3.0,3.0,1.0,0.0,276.0
17.0,40002278.0,3.0,249.9992,27.4,3521.15,-249.9992,27.4,4.0,0.0,0.0,0.0,278.0
17.0,40012279.0,3.0,249.9992,26.58,3522.25,-249.9992,26.58,4.0,0.0,0.0,1.0,279.0
17.0,40102278.0,3.0,249.9992,26.96,3523.75,-249.9992,26.96,4.0,0.0,1.0,0.0,278.0
17.0,41002276.0,3.0,246.363480691,52.4716626635,3531.15,-251.732274444,8.89393073891,4.0,1.0,0.0,0.0,276.0
17.0,41102276.0,3.0,246.401829217,52.0333369964,3533.75,-251.693925917,8.45560507175,4.0,1.0,1.0,0.0,276.0
17.0,42002281.0,3.0,250.99145063,0.426275805126,3541.15,-247.104304504,44.0040077298,4.0,2.0,0.0,0.0,281.0
17.0,42112281.0,3.0,251.029799157,0.864601472286,3544.85,-247.065955977,44.4423333969,4.0,2.0,1.0,1.0,281.0
17.0,43012279.0,3.0,249.9992,26.58,3552.25,-249.9992,26.58,4.0,3.0,0.0,1.0,279.0
17.0,43112279.0,3.0,249.9992,26.14,3554.85,-249.9992,26.14,4.0,3.0,1.0,1.0,279.0
26.0,10012341.0,4.0,225.012214055,-122.043773075,2582.25,-225.012214055,-122.043773075,1.0,0.0,0.0,1.0,341.0
26.0,10112341.0,4.0,225.012214055,-122.483773075,2584.85,-225.012214055,-122.483773075,1.0,0.0,1.0,1.0,341.0
26.0,11002348.0,4.0,235.90664073,-114.699621271,2591.15,-212.405308565,-153.921834558,1.0,1.0,0.0,0.0,348.0
26.0,11112348.0,4.0,235.868292203,-114.261295604,2594.85,-212.443657092,-153.48350889,1.0,1.0,1.0,1.0,348.0
26.0,12002333.0,4.0,214.627780005,-128.518869756,2601.15,-233.68416929,-89.2966564696,1.0,2.0,0.0,0.0,333.0
26.0,12102333.0,4.0,214.589431479,-128.957195423,2603.75,-233.722517817,-89.7349821368,1.0,2.0,1.0,0.0,333.0
26.0,13002341.0,4.0,225.012214055,-122.923773075,2611.15,-225.012214055,-122.923773075,1.0,3.0,0.0,0.0,341.0
26.0,13102341.0,4.0,225.012214055,-123.363773075,2613.75,-225.012214055,-123.363773075,1.0,3.0,1.0,0.0,341.0
26.0,20002344.0,4.0,225.012214055,-128.023773075,2781.15,-225.012214055,-128.023773075,2.0,0.0,0.0,0.0,344.0
26.0,20112344.0,4.0,225.012214055,-127.583773075,2784.85,-225.012214055,-127.583773075,2.0,0.0,1.0,1.0,344.0
26.0,21002351.0,4.0,236.351135018,-119.780214231,2791.15,-211.960814277,-159.002427518,2.0,1.0,0.0,0.0,351.0
26.0,21102351.0,4.0,236.389483545,-120.218539898,2793.75,-211.92246575,-159.440753185,2.0,1.0,1.0,0.0,351.0
26.0,21112351.0,4.0,236.312786491,-119.341888564,2794.85,-211.999162804,-158.564101851,2.0,1.0,1.0,1.0,351.0
26.0,22012337.0,4.0,214.111818008,-134.416342369,2802.25,-234.200131287,-95.1941290823,2.0,2.0,0.0,1.0,337.0
26.0,22102336.0,4.0,214.14493719,-134.037788384,2803.75,-234.167012105,-94.815575097,2.0,2.0,1.0,0.0,336.0
26.0,22112337.0,4.0,214.073469481,-134.854668036,2804.85,-234.238479814,-95.6324547495,2.0,2.0,1.0,1.0,337.0
26.0,23002344.0,4.0,225.012214055,-128.023773075,2811.15,-225.012214055,-128.023773075,2.0,3.0,0.0,0.0,344.0
26.0,23012345.0,4.0,225.012214055,-128.843773075,2812.25,-225.012214055,-128.843773075,2.0,3.0,0.0,1.0,345.0
26.0,23102344.0,4.0,225.012214055,-128.463773075,2813.75,-225.012214055,-128.463773075,2.0,3.0,1.0,0.0,344.0
26.0,30002380.0,4.0,249.9992,-146.0,3321.15,-249.9992,-146.0,3.0,0.0,0.0,0.0,380.0
26.0,30102380.0,4.0,249.9992,-146.44,3323.75,-249.9992,-146.44,3.0,0.0,1.0,0.0,380.0
26.0,31002387.0,4.0,262.809769347,-135.510276866,3331.15,-235.285985787,-179.088008791,3.0,1.0,0.0,0.0,387.0
26.0,31102387.0,4.0,262.848117874,-135.948602534,3333.75,-235.247637261,-179.526334458,3.0,1.0,1.0,0.0,387.0
26.0,32002373.0,4.0,237.360292465,-155.378574976,3341.15,-260.73546267,-111.800843052,3.0,2.0,0.0,0.0,373.0
26.0,32012374.0,4.0,237.288824756,-156.195454629,3342.25,-260.806930379,-112.617722704,3.0,2.0,0.0,1.0,374.0
26.0,32102373.0,4.0,237.321943938,-155.816900644,3343.75,-260.773811196,-112.239168719,3.0,2.0,1.0,0.0,373.0
26.0,33002381.0,4.0,249.9992,-147.7,3351.15,-249.9992,-147.7,3.0,3.0,0.0,0.0,381.0
26.0,33112381.0,4.0,249.9992,-147.26,3354.85,-249.9992,-147.26,3.0,3.0,1.0,1.0,381.0
26.0,40002385.0,4.0,249.9992,-154.5,3521.15,-249.9992,-154.5,4.0,0.0,0.0,0.0,385.0
26.0,40102385.0,4.0,249.9992,-154.94,3523.75,-249.9992,-154.94,4.0,0.0,1.0,0.0,385.0
26.0,41002392.0,4.0,263.55059316,-143.9779318,3531.15,-234.545161974,-187.555663725,4.0,1.0,0.0,0.0,392.0
26.0,41112392.0,4.0,263.512244634,-143.539606133,3534.85,-234.583510501,-187.117338058,4.0,1.0,1.0,1.0,392.0
26.0,42012379.0,4.0,236.548000942,-164.663109563,3542.25,-261.547754192,-121.085377638,4.0,2.0,0.0,1.0,379.0
26.0,42102378.0,4.0,236.581120125,-164.284555577,3543.75,-261.51463501,-120.706823653,4.0,2.0,1.0,0.0,378.0
26.0,42112379.0,4.0,236.509652415,-165.10143523,3544.85,-261.586102719,-121.523703305,4.0,2.0,1.0,1.0,379.0
26.0,43002386.0,4.0,249.9992,-156.2,3551.15,-249.9992,-156.2,4.0,3.0,0.0,0.0,386.0
26.0,43112386.0,4.0,249.9992,-155.76,3554.85,-249.9992,-155.76,4.0,3.0,1.0,1.0,386.0
26.0,10002334.0,3.0,225.012214055,-111.023773075,2581.15,-225.012214055,-111.023773075,1.0,0.0,0.0,0.0,334.0
26.0,10102334.0,3.0,225.012214055,-111.463773075,2583.75,-225.012214055,-111.463773075,1.0,0.0,1.0,0.0,334.0
26.0,10112334.0,3.0,225.012214055,-110.583773075,2584.85,-225.012214055,-110.583773075,1.0,0.0,1.0,1.0,334.0
26.0,11012343.0,3.0,235.089119863,-105.355315003,2592.25,-213.222829432,-144.577528289,1.0,1.0,0.0,1.0,343.0
26.0,11102342.0,3.0,235.056000681,-104.976761018,2593.75,-213.255948614,-144.198974304,1.0,1.0,1.0,0.0,342.0
26.0,11112343.0,3.0,235.12746839,-105.79364067,2594.85,-213.184480905,-145.015853957,1.0,1.0,1.0,1.0,343.0
26.0,12002325.0,3.0,215.813098107,-114.970621862,2601.15,-232.498851189,-75.7484085756,1.0,2.0,0.0,0.0,325.0
26.0,12102325.0,3.0,215.77474958,-115.408947529,2603.75,-232.537199715,-76.1867342427,1.0,2.0,1.0,0.0,325.0
26.0,12112325.0,3.0,215.851446633,-114.532296195,2604.85,-232.460502662,-75.3100829084,1.0,2.0,1.0,1.0,325.0
26.0,13002334.0,3.0,225.012214055,-111.023773075,2611.15,-225.012214055,-111.023773075,1.0,3.0,0.0,0.0,334.0
26.0,13102334.0,3.0,225.012214055,-111.463773075,2613.75,-225.012214055,-111.463773075,1.0,3.0,1.0,0.0,334.0
26.0,20002334.0,3.0,225.012214055,-111.023773075,2781.15,-225.012214055,-111.023773075,2.0,0.0,0.0,0.0,334.0
26.0,20102334.0,3.0,225.012214055,-111.463773075,2783.75,-225.012214055,-111.463773075,2.0,0.0,1.0,0.0,334.0
26.0,21002343.0,3.0,235.165816917,-106.231966337,2791.15,-213.146132379,-145.454179624,2.0,1.0,0.0,0.0,343.0
26.0,21112343.0,3.0,235.12746839,-105.79364067,2794.85,-213.184480905,-145.015853957,2.0,1.0,1.0,1.0,343.0
26.0,22012325.0,3.0,215.88979516,-114.093970528,2802.25,-232.422154135,-74.8717572412,2.0,2.0,0.0,1.0,325.0
26.0,22112325.0,3.0,215.851446633,-114.532296195,2804.85,-232.460502662,-75.3100829084,2.0,2.0,1.0,1.0,325.0
26.0,23002334.0,3.0,225.012214055,-111.023773075,2811.15,-225.012214055,-111.023773075,2.0,3.0,0.0,0.0,334.0
26.0,23102334.0,3.0,225.012214055,-111.463773075,2813.75,-225.012214055,-111.463773075,2.0,3.0,1.0,0.0,334.0
26.0,23112334.0,3.0,225.012214055,-110.583773075,2814.85,-225.012214055,-110.583773075,2.0,3.0,1.0,1.0,334.0
26.0,30012358.0,3.0,249.9992,-107.72,3322.25,-249.9992,-107.72,3.0,0.0,0.0,1.0,358.0
26.0,30112358.0,3.0,249.9992,-108.16,3324.85,-249.9992,-108.16,3.0,0.0,1.0,1.0,358.0
26.0,31012368.0,3.0,259.917941803,-102.456536784,3332.25,-238.177813332,-146.034268708,3.0,1.0,0.0,1.0,368.0
26.0,31112368.0,3.0,259.956290329,-102.894862451,3334.85,-238.139464805,-146.472594375,3.0,1.0,1.0,1.0,368.0
26.0,32002347.0,3.0,241.212576294,-111.346769321,3341.15,-256.88317884,-67.7690373961,3.0,2.0,0.0,0.0,347.0
26.0,32102347.0,3.0,241.174227767,-111.785094988,3343.75,-256.921527367,-68.2073630633,3.0,2.0,1.0,0.0,347.0
26.0,32112347.0,3.0,241.250924821,-110.908443654,3344.85,-256.844830313,-67.330711729,3.0,2.0,1.0,1.0,347.0
26.0,33012358.0,3.0,249.9992,-107.72,3352.25,-249.9992,-107.72,3.0,3.0,0.0,1.0,358.0
26.0,33102357.0,3.0,249.9992,-107.34,3353.75,-249.9992,-107.34,3.0,3.0,1.0,0.0,357.0
26.0,40002356.0,3.0,249.9992,-105.2,3521.15,-249.9992,-105.2,4.0,0.0,0.0,0.0,356.0
26.0,40012357.0,3.0,249.9992,-106.02,3522.25,-249.9992,-106.02,4.0,0.0,0.0,1.0,357.0
26.0,40102356.0,3.0,249.9992,-105.64,3523.75,-249.9992,-105.64,4.0,0.0,1.0,0.0,356.0
26.0,41012367.0,3.0,259.76977704,-100.763005797,3532.25,-238.325978094,-144.340737722,4.0,1.0,0.0,1.0,367.0
26.0,41112367.0,3.0,259.808125567,-101.201331464,3534.85,-238.287629568,-144.779063389,4.0,1.0,1.0,1.0,367.0
26.0,42002345.0,3.0,241.50890582,-107.959707347,3541.15,-256.586849315,-64.3819754226,4.0,2.0,0.0,0.0,345.0
26.0,42012346.0,3.0,241.43743811,-108.776587,3542.25,-256.658317024,-65.1988550751,4.0,2.0,0.0,1.0,346.0
26.0,42102345.0,3.0,241.470557293,-108.398033014,3543.75,-256.625197842,-64.8203010898,4.0,2.0,1.0,0.0,345.0
26.0,43002356.0,3.0,249.9992,-105.2,3551.15,-249.9992,-105.2,4.0,3.0,0.0,0.0,356.0
26.0,43102356.0,3.0,249.9992,-105.64,3553.75,-249.9992,-105.64,4.0,3.0,1.0,0.0,356.0
26.0,43112356.0,3.0,249.9992,-104.76,3554.85,-249.9992,-104.76,4.0,3.0,1.0,1.0,356.0
40.0,10002227.0,4.0,225.012214055,70.8762269248,2581.15,-225.012214055,70.8762269248,1.0,0.0,0.0,0.0,227.0
40.0,10112227.0,4.0,225.012214055,71.3162269248,2584.85,-225.012214055,71.3162269248,1.0,0.0,1.0,1.0,227.0
40.0,11012236.0,4.0,219.235490257,75.85250058,2592.25,-229.076459038,36.6302872935,1.0,1.0,0.0,1.0,236.0
40.0,11102235.0,4.0,219.202371075,76.2310545653,2593.75,-229.10957822,37.0088412788,1.0,1.0,1.0,0.0,235.0
40.0,12012219.0,4.0,231.595260003,65.4203140683,2602.25,-216.716689292,104.642527355,1.0,2.0,0.0,1.0,219.0
40.0,12102218.0,4.0,231.628379186,65.7988680536,2603.75,-216.68357011,105.02108134,1.0,2.0,1.0,0.0,218.0
40.0,13012227.0,4.0,225.012214055,71.7562269248,2612.25,-225.012214055,71.7562269248,1.0,3.0,0.0,1.0,227.0
40.0,13112227.0,4.0,225.012214055,71.3162269248,2614.85,-225.012214055,71.3162269248,1.0,3.0,1.0,1.0,227.0
40.0,20012226.0,4.0,225.012214055,73.4562269248,2782.25,-225.012214055,73.4562269248,2.0,0.0,0.0,1.0,226.0
40.0,20102225.0,4.0,225.012214055,73.8362269248,2783.75,-225.012214055,73.8362269248,2.0,0.0,1.0,0.0,225.0
40.0,21002234.0,4.0,219.015857786,78.3629112192,2791.15,-229.29609151,39.1406979327,2.0,1.0,0.0,0.0,234.0
40.0,21102234.0,4.0,219.054206312,77.9245855521,2793.75,-229.257742983,38.7023722655,2.0,1.0,1.0,0.0,234.0
40.0,22002217.0,4.0,231.814892475,67.9307247075,2801.15,-216.49705682,107.152937994,2.0,2.0,0.0,0.0,217.0
40.0,22012217.0,4.0,231.891589529,68.8073760418,2802.25,-216.420359767,108.029589328,2.0,2.0,0.0,1.0,217.0
40.0,22112217.0,4.0,231.853241002,68.3690503747,2804.85,-216.458708293,107.591263661,2.0,2.0,1.0,1.0,217.0
40.0,23002225.0,4.0,225.012214055,74.2762269248,2811.15,-225.012214055,74.2762269248,2.0,3.0,0.0,0.0,225.0
40.0,23102225.0,4.0,225.012214055,73.8362269248,2813.75,-225.012214055,73.8362269248,2.0,3.0,1.0,0.0,225.0
40.0,30002248.0,4.0,249.9992,78.4,3321.15,-249.9992,78.4,3.0,0.0,0.0,0.0,248.0
40.0,30102248.0,4.0,249.9992,77.96,3323.75,-249.9992,77.96,3.0,0.0,1.0,0.0,248.0
40.0,30112248.0,4.0,249.9992,78.84,3324.85,-249.9992,78.84,3.0,0.0,1.0,1.0,248.0
40.0,31012258.0,4.0,243.619817909,83.8318717595,3332.25,-254.475937226,40.2541398348,3.0,1.0,0.0,1.0,258.0
40.0,31102257.0,4.0,243.586698727,84.2104257447,3333.75,-254.509056408,40.6326938201,3.0,1.0,1.0,0.0,257.0
40.0,32002239.0,4.0,257.214370663,71.5545772489,3341.15,-240.881384472,115.132309174,3.0,2.0,0.0,0.0,239.0
40.0,32112239.0,4.0,257.252719189,71.992902916,3344.85,-240.843035945,115.570634841,3.0,2.0,1.0,1.0,239.0
40.0,33002248.0,4.0,249.9992,78.4,3351.15,-249.9992,78.4,3.0,3.0,0.0,0.0,248.0
40.0,33112248.0,4.0,249.9992,78.84,3354.85,-249.9992,78.84,3.0,3.0,1.0,1.0,248.0
40.0,40012248.0,4.0,249.9992,79.28,3522.25,-249.9992,79.28,4.0,0.0,0.0,1.0,248.0
40.0,40102247.0,4.0,249.9992,79.66,3523.75,-249.9992,79.66,4.0,0.0,1.0,0.0,247.0
40.0,40112248.0,4.0,249.9992,78.84,3524.85,-249.9992,78.84,4.0,0.0,1.0,1.0,248.0
40.0,41002257.0,4.0,243.5483502,84.6487514119,3531.15,-254.547404935,41.0710194873,4.0,1.0,0.0,0.0,257.0
40.0,41102257.0,4.0,243.586698727,84.2104257447,3533.75,-254.509056408,40.6326938201,4.0,1.0,1.0,0.0,257.0
40.0,42002238.0,4.0,257.362535425,73.2481082356,3541.15,-240.733219709,116.82584016,4.0,2.0,0.0,0.0,238.0
40.0,42102238.0,4.0,257.324186898,72.8097825685,3543.75,-240.771568236,116.387514493,4.0,2.0,1.0,0.0,238.0
40.0,43012248.0,4.0,249.9992,79.28,3552.25,-249.9992,79.28,4.0,3.0,0.0,1.0,248.0
40.0,43102247.0,4.0,249.9992,79.66,3553.75,-249.9992,79.66,4.0,3.0,1.0,0.0,247.0
40.0,10002379.0,3.0,225.012214055,-187.523773075,2581.15,-225.012214055,-187.523773075,1.0,0.0,0.0,0.0,379.0
40.0,10102379.0,3.0,225.012214055,-187.963773075,2583.75,-225.012214055,-187.963773075,1.0,0.0,1.0,0.0,379.0
40.0,11002379.0,3.0,240.499748373,-167.19908186,2591.15,-207.812200922,-206.421295147,1.0,1.0,0.0,0.0,379.0
40.0,11102379.0,3.0,240.5380969,-167.637407528,2593.75,-207.773852396,-206.859620814,1.0,1.0,1.0,0.0,379.0
40.0,12002379.0,3.0,207.812200922,-206.421295147,2601.15,-240.499748373,-167.19908186,1.0,2.0,0.0,0.0,379.0
40.0,12112379.0,3.0,207.850549449,-205.98296948,2604.85,-240.461399846,-166.760756193,1.0,2.0,1.0,1.0,379.0
40.0,13002380.0,3.0,225.012214055,-189.223773075,2611.15,-225.012214055,-189.223773075,1.0,3.0,0.0,0.0,380.0
40.0,13112380.0,3.0,225.012214055,-188.783773075,2614.85,-225.012214055,-188.783773075,1.0,3.0,1.0,1.0,380.0
40.0,20002384.0,3.0,225.012214055,-196.023773075,2781.15,-225.012214055,-196.023773075,2.0,0.0,0.0,0.0,384.0
40.0,20102384.0,3.0,225.012214055,-196.463773075,2783.75,-225.012214055,-196.463773075,2.0,0.0,1.0,0.0,384.0
40.0,21002384.0,3.0,241.240572186,-175.666736794,2791.15,-207.071377109,-214.888950081,2.0,1.0,0.0,0.0,384.0
40.0,21112384.0,3.0,241.202223659,-175.228411127,2794.85,-207.109725636,-214.450624414,2.0,1.0,1.0,1.0,384.0
40.0,22002384.0,3.0,207.071377109,-214.888950081,2801.15,-241.240572186,-175.666736794,2.0,2.0,0.0,0.0,384.0
40.0,22102384.0,3.0,207.033028582,-215.327275748,2803.75,-241.278920713,-176.105062461,2.0,2.0,1.0,0.0,384.0
40.0,22112384.0,3.0,207.109725636,-214.450624414,2804.85,-241.202223659,-175.228411127,2.0,2.0,1.0,1.0,384.0
40.0,23012385.0,3.0,225.012214055,-196.843773075,2812.25,-225.012214055,-196.843773075,2.0,3.0,0.0,1.0,385.0
40.0,23112385.0,3.0,225.012214055,-197.283773075,2814.85,-225.012214055,-197.283773075,2.0,3.0,1.0,1.0,385.0
40.0,30012418.0,3.0,249.9992,-209.72,3322.25,-249.9992,-209.72,3.0,0.0,0.0,1.0,418.0
40.0,30102417.0,3.0,249.9992,-209.34,3323.75,-249.9992,-209.34,3.0,0.0,1.0,0.0,417.0
40.0,31012417.0,3.0,267.178015174,-185.439555135,3332.25,-230.917739961,-229.017287059,3.0,1.0,0.0,1.0,417.0
40.0,31102416.0,3.0,267.144895991,-185.061001149,3333.75,-230.950859143,-228.638733074,3.0,1.0,1.0,0.0,416.0
40.0,31112417.0,3.0,267.2163637,-185.877880802,3334.85,-230.879391434,-229.455612727,3.0,1.0,1.0,1.0,417.0
40.0,32012418.0,3.0,230.769575198,-230.710818046,3342.25,-267.326179936,-187.133086121,3.0,2.0,0.0,1.0,418.0
40.0,32102417.0,3.0,230.80269438,-230.332264061,3343.75,-267.293060754,-186.754532136,3.0,2.0,1.0,0.0,417.0
40.0,33012418.0,3.0,249.9992,-209.72,3352.25,-249.9992,-209.72,3.0,3.0,0.0,1.0,418.0
40.0,33102417.0,3.0,249.9992,-209.34,3353.75,-249.9992,-209.34,3.0,3.0,1.0,0.0,417.0
40.0,33112418.0,3.0,249.9992,-210.16,3354.85,-249.9992,-210.16,3.0,3.0,1.0,1.0,418.0
40.0,40002418.0,3.0,249.9992,-210.6,3521.15,-249.9992,-210.6,4.0,0.0,0.0,0.0,418.0
40.0,40102418.0,3.0,249.9992,-211.04,3523.75,-249.9992,-211.04,4.0,0.0,1.0,0.0,418.0
40.0,41002417.0,3.0,267.254712227,-186.316206469,3531.15,-230.841042907,-229.893938394,4.0,1.0,0.0,0.0,417.0
40.0,41102417.0,3.0,267.293060754,-186.754532136,3533.75,-230.80269438,-230.332264061,4.0,1.0,1.0,0.0,417.0
40.0,42002418.0,3.0,230.692878145,-231.58746938,3541.15,-267.40287699,-188.009737456,4.0,2.0,0.0,0.0,418.0
40.0,42012419.0,3.0,230.621410435,-232.404349033,3542.25,-267.474344699,-188.826617108,4.0,2.0,0.0,1.0,419.0
40.0,42102418.0,3.0,230.654529618,-232.025795048,3543.75,-267.441225517,-188.448063123,4.0,2.0,1.0,0.0,418.0
40.0,43002418.0,3.0,249.9992,-210.6,3551.15,-249.9992,-210.6,4.0,3.0,0.0,0.0,418.0
40.0,43102418.0,3.0,249.9992,-211.04,3553.75,-249.9992,-211.04,4.0,3.0,1.0,0.0,418.0
40.0,42002418.0,-2.0,230.692878145,-231.58746938,3541.15,-267.40287699,-188.009737456,4.0,2.0,0.0,0.0,418.0
40.0,42102417.0,-2.0,230.80269438,-230.332264061,3543.75,-267.293060754,-186.754532136,4.0,2.0,1.0,0.0,417.0
40.0,43012417.0,-2.0,249.9992,-208.02,3552.25,-249.9992,-208.02,4.0,3.0,0.0,1.0,417.0
40.0,43102416.0,-2.0,249.9992,-207.64,3553.75,-249.9992,-207.64,4.0,3.0,1.0,0.0,416.0
40.0,43102460.0,-2.0,249.9992,-282.44,3553.75,-249.9992,-282.44,4.0,3.0,1.0,0.0,460.0
40.0,42112459.0,-2.0,224.656471402,-300.58391417,3544.85,-273.439283733,-257.006182246,4.0,2.0,1.0,1.0,459.0
40.0,42102458.0,-2.0,224.727939111,-299.767034518,3543.75,-273.367816023,-256.189302593,4.0,2.0,1.0,0.0,458.0
40.0,42012458.0,-2.0,224.842984691,-298.452057516,3542.25,-273.252770443,-254.874325592,4.0,2.0,0.0,1.0,458.0
